country code,postal code,place,state,statecode,province_or_county,province_or_countycode,community,communitycode,latitude,longitude,accuracy,Country,Continent
DZ,1004,Reggane,Adrar,1,,,,,26.7158,0.1714,4,Algeria,Africa
DZ,1004,Zaouiet Reggani,Adrar,1,,,,,26.7099,0.1943,3,Algeria,Africa
DZ,1004,Izrafine,Adrar,1,,,,,26.7099,0.1943,3,Algeria,Africa
DZ,1004,Taarabt,Adrar,1,,,,,26.7099,0.1943,3,Algeria,Africa
DZ,1004,Tinoulef Djedida,Adrar,1,,,,,26.7099,0.1943,3,Algeria,Africa
DZ,1005,Adrar 1er Nov 54,Adrar,1,,,,,28.07,0.1158,1,Algeria,Africa
DZ,1006,Adrar Cite Administrative,Adrar,1,,,,,28.07,0.1158,1,Algeria,Africa
DZ,1007,El Khalfi,Adrar,1,,,,,27.0718,-0.1158,4,Algeria,Africa
DZ,1007,Takhfift,Adrar,1,,,,,27.1877,-0.1746,3,Algeria,Africa
DZ,1007,Zaglou,Adrar,1,,,,,27.2686,-0.2101,4,Algeria,Africa
DZ,1007,Admeur,Adrar,1,,,,,27.1877,-0.1746,3,Algeria,Africa
DZ,1007,Zaouiet Kounta,Adrar,1,,,,,27.2227,-0.1978,4,Algeria,Africa
DZ,1007,Bouhamed,Adrar,1,,,,,27.1877,-0.1746,3,Algeria,Africa
DZ,1007,M'Nassir,Adrar,1,,,,,27.1877,-0.1746,3,Algeria,Africa
DZ,1007,Adreur,Adrar,1,,,,,27.1877,-0.1746,3,Algeria,Africa
DZ,1007,Ouled El Hadj Bordja,Adrar,1,,,,,27.1877,-0.1746,3,Algeria,Africa
DZ,1007,Tiouririne,Adrar,1,,,,,27.1877,-0.1746,3,Algeria,Africa
DZ,1008,Fenoughil,Adrar,1,,,,,27.6667,-0.3,4,Algeria,Africa
DZ,1008,El Mansour,Adrar,1,,,,,28.7623,0.033,4,Algeria,Africa
DZ,1008,Zaouiet Sidi Abdelkader,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1008,Sidi Youcef,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1008,Barchid,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1008,Ouled Moulay Lahcen,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1008,Ouled Moulay Omar,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1008,Gasibet Lahrar,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1008,M'Kara,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1008,Baamar,Adrar,1,,,,,28.2145,-0.1335,3,Algeria,Africa
DZ,1009,Sidi Cherif,Adrar,1,,,,,29.2959,0.2655,4,Algeria,Africa
DZ,1009,El Mansour,Adrar,1,,,,,28.7623,0.033,4,Algeria,Africa
DZ,1009,Sali,Adrar,1,,,,,26.9655,-0.0404,4,Algeria,Africa
DZ,1009,Moulay El Arbi,Adrar,1,,,,,28.3412,0.086,3,Algeria,Africa
DZ,1009,El Meharza,Adrar,1,,,,,28.3412,0.086,3,Algeria,Africa
DZ,1010,Bordj Badji Mokhtar,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1011,El Habla,Adrar,1,,,,,28.3319,-0.2243,4,Algeria,Africa
DZ,1011,T'Sabit,Adrar,1,,,,,28.3319,-0.2243,3,Algeria,Africa
DZ,1011,Ghabet Moulay Ali,Adrar,1,,,,,28.3319,-0.2243,3,Algeria,Africa
DZ,1011,Bentalha,Adrar,1,,,,,28.3319,-0.2243,3,Algeria,Africa
DZ,1012,Aboud,Adrar,1,,,,,28.7141,0.3337,4,Algeria,Africa
DZ,1012,Tinekline,Adrar,1,,,,,28.6864,0.3439,4,Algeria,Africa
DZ,1012,Aougrout,Adrar,1,,,,,28.7029,0.3352,4,Algeria,Africa
DZ,1012,Bouguema,Adrar,1,,,,,28.7015,0.3377,3,Algeria,Africa
DZ,1012,Ksar El Hadj,Adrar,1,,,,,28.696,0.3404,4,Algeria,Africa
DZ,1012,Tiberghamine,Adrar,1,,,,,28.708,0.3351,4,Algeria,Africa
DZ,1012,Zaouiet Sidi Omar,Adrar,1,,,,,28.7015,0.3377,3,Algeria,Africa
DZ,1012,Benaid,Adrar,1,,,,,28.7015,0.3377,3,Algeria,Africa
DZ,1012,Zaouiet Sidi Abdellah,Adrar,1,,,,,28.7015,0.3377,3,Algeria,Africa
DZ,1012,Charef,Adrar,1,,,,,28.7015,0.3377,3,Algeria,Africa
DZ,1013,Tabelkoza,Adrar,1,,,,,29.7899,0.7538,4,Algeria,Africa
DZ,1013,Inhammou,Adrar,1,,,,,29.7617,0.7062,3,Algeria,Africa
DZ,1013,Fatis,Adrar,1,,,,,29.7335,0.6585,4,Algeria,Africa
DZ,1013,Ouadhaghe,Adrar,1,,,,,29.7617,0.7062,3,Algeria,Africa
DZ,1013,Tinerkouk,Adrar,1,,,,,29.7617,0.7062,3,Algeria,Africa
DZ,1013,Thantas,Adrar,1,,,,,29.7617,0.7062,3,Algeria,Africa
DZ,1013,Tazliza,Adrar,1,,,,,29.7617,0.7062,3,Algeria,Africa
DZ,1013,Zaouiet Debbagh,Adrar,1,,,,,29.7617,0.7062,3,Algeria,Africa
DZ,1014,Taguelzi,Adrar,1,,,,,29.0124,-0.2255,4,Algeria,Africa
DZ,1014,Taourirt,Adrar,1,,,,,26.7041,0.2172,4,Algeria,Africa
DZ,1014,Charouine,Adrar,1,,,,,29.015,-0.2644,4,Algeria,Africa
DZ,1014,Asfaou,Adrar,1,,,,,28.2438,-0.0909,3,Algeria,Africa
DZ,1014,Tebbou,Adrar,1,,,,,28.2438,-0.0909,3,Algeria,Africa
DZ,1014,Beni Islem,Adrar,1,,,,,28.2438,-0.0909,3,Algeria,Africa
DZ,1014,Tinekram,Adrar,1,,,,,28.2438,-0.0909,3,Algeria,Africa
DZ,1015,Brinkane,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1015,Laayad,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1015,Ammor,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1015,Arriane Erras,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1015,Kaberten,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1015,Hammad,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1016,Barbaa,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1016,Ouguedim,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1016,Adgha,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1017,El Mestour,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1017,Bahou,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1017,Zaouiet Lahchef,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1017,Berich,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1018,Adrar Hay El Gharbi,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1019,Oudjlane,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1019,L'Maiz,Adrar,1,,,,,28.7358,0.2367,1,Algeria,Africa
DZ,1020,Djedid,Adrar,1,,,,,27.4598,-0.2726,4,Algeria,Africa
DZ,1020,Antar,Adrar,1,,,,,27.4471,-0.2675,4,Algeria,Africa
DZ,1020,Bouyahia,Adrar,1,,,,,27.4535,-0.27,3,Algeria,Africa
DZ,1021,Touki,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1021,Boufadi,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1021,Abenkour,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1022,Sbaa,Adrar,1,,,,,28.2078,-0.1744,4,Algeria,Africa
DZ,1022,Lagrara,Adrar,1,,,,,28.2078,-0.1744,3,Algeria,Africa
DZ,1023,Bouda El Mansour,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1024,Lahmeur,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1024,Ikkis,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1024,Tamest,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1024,Aghil,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1024,Tmasekht,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1025,Koussane,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Bouzane,Adrar,1,,,,,27.8444,-0.3494,4,Algeria,Africa
DZ,1025,Mansouria,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Ouled Ahmed,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Mehdia,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Ouled Brahim,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Zaouiet Sidi El Bekri,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Timliha,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Taridalet,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Ouled Arroussa,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Beni Tameur,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Ouled Bouhafs,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1025,Baabdellah,Adrar,1,,,,,27.8444,-0.3494,3,Algeria,Africa
DZ,1026,Gasbet Sidi Said,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Benillou,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Gherme Ali,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Ksiba,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Beni Ouazel,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Nebda,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Laghmara,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Laa Marine,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Zaouiet Sidi Hida,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Zaouiet Cheikh Benoumeur,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1026,Bouda Bendraou,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1027,Tasfaout,Adrar,1,,,,,29.1854,-0.0622,4,Algeria,Africa
DZ,1027,Allouchia,Adrar,1,,,,,27.6504,-0.3151,4,Algeria,Africa
DZ,1027,Ouadgha,Adrar,1,,,,,28.4179,-0.1887,3,Algeria,Africa
DZ,1027,Abani,Adrar,1,,,,,28.4179,-0.1887,3,Algeria,Africa
DZ,1027,Azzi,Adrar,1,,,,,28.4179,-0.1887,3,Algeria,Africa
DZ,1027,Benhmi,Adrar,1,,,,,28.4179,-0.1887,3,Algeria,Africa
DZ,1028,Ghermianou,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1028,Tittaf,Adrar,1,,,,,27.9365,-0.243,1,Algeria,Africa
DZ,1029,Tamentit,Adrar,1,,,,,27.7605,-0.26,4,Algeria,Africa
DZ,1029,Hadj El Mamoun,Adrar,1,,,,,27.7605,-0.26,3,Algeria,Africa
DZ,1029,Noum Ennasse,Adrar,1,,,,,27.7605,-0.26,3,Algeria,Africa
DZ,1030,Melouka,Adrar,1,,,,,27.8638,-0.3418,4,Algeria,Africa
DZ,1030,Ouaina,Adrar,1,,,,,27.8638,-0.3418,3,Algeria,Africa
DZ,1031,Tit,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1032,Adjir Gharbi,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1032,Adjir Cherghi,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1032,Adjir,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1033,Ouled Rached,Adrar,1,,,,,28.6772,-0.0903,4,Algeria,Africa
DZ,1033,Ouled Mahmoud,Adrar,1,,,,,28.6086,0.047,3,Algeria,Africa
DZ,1033,Oufrane,Adrar,1,,,,,28.5401,0.1843,4,Algeria,Africa
DZ,1034,Talmine,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Saguia,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Naama,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Taghouzi,Adrar,1,,,,,29.415,-0.4039,4,Algeria,Africa
DZ,1034,Taarabine,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Tamnsguelout,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Guettouf,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Talmine Lekbir,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Guellou,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1034,Bahamou,Adrar,1,,,,,29.415,-0.4039,3,Algeria,Africa
DZ,1035,Ingueloů,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1035,Tileghmine,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1035,Bni Aissi,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1035,Timezlane,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1035,Tganet,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1035,Ksar Kaddour,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1036,Ouled Abbou,Adrar,1,,,,,28.7716,0.0537,4,Algeria,Africa
DZ,1036,El Barka,Adrar,1,,,,,28.8074,0.0436,4,Algeria,Africa
DZ,1036,Akbour,Adrar,1,,,,,28.7683,0.0266,4,Algeria,Africa
DZ,1036,Deldoul,Adrar,1,,,,,28.7824,0.0413,3,Algeria,Africa
DZ,1036,El Habdane,Adrar,1,,,,,28.7824,0.0413,3,Algeria,Africa
DZ,1036,Iguesten,Adrar,1,,,,,28.7824,0.0413,3,Algeria,Africa
DZ,1036,Aourire,Adrar,1,,,,,28.7824,0.0413,3,Algeria,Africa
DZ,1037,M'Guiden,Adrar,1,,,,,28.8251,-0.0191,1,Algeria,Africa
DZ,1038,Metarfa,Adrar,1,,,,,28.5844,-0.1504,4,Algeria,Africa
DZ,1038,Ouled Ali Lakracha,Adrar,1,,,,,28.5844,-0.1504,3,Algeria,Africa
DZ,1038,Sahla,Adrar,1,,,,,28.5844,-0.1504,3,Algeria,Africa
DZ,1039,Kali,Adrar,1,,,,,29.3982,0.2139,4,Algeria,Africa
DZ,1039,Ouled Said,Adrar,1,,,,,29.4116,0.2435,3,Algeria,Africa
DZ,1039,Hadj Guelmane,Adrar,1,,,,,29.4249,0.273,4,Algeria,Africa
DZ,1039,Ighzer,Adrar,1,,,,,29.4116,0.2435,3,Algeria,Africa
DZ,1040,Zaouiet Cheikh B  Abdelkrim,Adrar,1,,,,,27.1484,-0.1461,3,Algeria,Africa
DZ,1040,Azoua,Adrar,1,,,,,27.1138,-0.1375,4,Algeria,Africa
DZ,1040,Bouali,Adrar,1,,,,,27.1484,-0.1461,3,Algeria,Africa
DZ,1040,Tazoult,Adrar,1,,,,,27.1831,-0.1547,4,Algeria,Africa
DZ,1041,In Belbel,Adrar,1,,,,,27.8829,1.1698,4,Algeria,Africa
DZ,1042,Timiaouine,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1043,Timoktene,Adrar,1,,,,,27.0168,1.0065,4,Algeria,Africa
DZ,1043,Aoulef Cheurfa,Adrar,1,,,,,27.01,1.0634,4,Algeria,Africa
DZ,1043,Gasbet Djenna,Adrar,1,,,,,27.0134,1.035,3,Algeria,Africa
DZ,1043,Gasbet Moulay Hiba,Adrar,1,,,,,27.0134,1.035,3,Algeria,Africa
DZ,1043,Inner,Adrar,1,,,,,27.0134,1.035,3,Algeria,Africa
DZ,1044,Akabli,Adrar,1,,,,,26.7083,1.3753,4,Algeria,Africa
DZ,1045,Ait Messaoud,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1045,In Zeglouf,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1045,Bouria,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1046,Tinourt,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1047,Tillouline,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1048,Timadanine,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1048,Ennefis,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1048,Bourtimadanine,Adrar,1,,,,,27.1441,0.6003,1,Algeria,Africa
DZ,1049,Tidmaine,Adrar,1,,,,,27.0938,-0.1206,4,Algeria,Africa
DZ,1049,Inzeghmir,Adrar,1,,,,,27.0938,-0.1206,3,Algeria,Africa
DZ,1050,Baouandji,Adrar,1,,,,,28.2134,0.1323,1,Algeria,Africa
DZ,1050,Tittaouine Lakhras,Adrar,1,,,,,28.2134,0.1323,1,Algeria,Africa
DZ,1051,Hiha,Adrar,1,,,,,28.2134,0.1323,1,Algeria,Africa
DZ,1051,Tasfaoute,Adrar,1,,,,,28.2134,0.1323,1,Algeria,Africa
DZ,1051,Ouled Aissa,Adrar,1,,,,,28.2134,0.1323,1,Algeria,Africa
DZ,1052,Timimoun Zaouiet El Ma,Adrar,1,,,,,28.2134,0.1323,1,Algeria,Africa
DZ,2000,Ech Cheliff Base Aerienne,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2000,Ech Cheliff Cite Universitaire,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2000,Ech Cheliff Rp,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2001,Oued Fodda Moussalaha,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2002,Boukadir,Chlef,2,,,,,36.0663,1.126,4,Algeria,Africa
DZ,2002,Khelaif,Chlef,2,,,,,36.0678,1.0416,4,Algeria,Africa
DZ,2002,Mouahl,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Zaouia,Chlef,2,,,,,36.0126,1.5981,4,Algeria,Africa
DZ,2002,Ouled Abdellah,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Ouled Tahar,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Harachnia,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Guenansa,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,El Amamassa,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Douaidia,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Bouachria,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Mouamnia,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2002,Metairia,Chlef,2,,,,,36.0489,1.2552,3,Algeria,Africa
DZ,2003,Oued Fodda,Chlef,2,,,,,36.185,1.533,4,Algeria,Africa
DZ,2003,Zemoul,Chlef,2,,,,,36.185,1.533,3,Algeria,Africa
DZ,2004,Dachra,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2004,Sehailia,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2004,Ouled Safi,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2004,Ouled Laid,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2004,Mkame,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2004,Khouathia,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2004,Ain Sarak,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2004,Ain Merane,Chlef,2,,,,,36.2394,1.3342,1,Algeria,Africa
DZ,2005,Zmala,Chlef,2,,,,,36.2507,1.24,4,Algeria,Africa
DZ,2005,Ech Cheliff Bensouna,Chlef,2,,,,,36.2507,1.24,3,Algeria,Africa
DZ,2006,Sidi Merouane,Chlef,2,,,,,36.5399,1.3391,4,Algeria,Africa
DZ,2006,Ouled Larbi,Chlef,2,,,,,36.5253,1.3236,3,Algeria,Africa
DZ,2006,Tenes,Chlef,2,,,,,36.5108,1.3081,4,Algeria,Africa
DZ,2006,Tarania,Chlef,2,,,,,36.5253,1.3236,3,Algeria,Africa
DZ,2006,Sidi Abdelkader,Chlef,2,,,,,36.5253,1.3236,3,Algeria,Africa
DZ,2007,Ard El Beida,Chlef,2,,,,,36.1545,1.2131,4,Algeria,Africa
DZ,2007,Bocca Haddar,Chlef,2,,,,,36.1545,1.2131,3,Algeria,Africa
DZ,2007,Ech Cheliff Chettia,Chlef,2,,,,,36.1545,1.2131,3,Algeria,Africa
DZ,2007,Bocca Ardh Beida,Chlef,2,,,,,36.1545,1.2131,3,Algeria,Africa
DZ,2008,Souk El Haad,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Attatou,Chlef,2,,,,,36.0823,1.4854,4,Algeria,Africa
DZ,2008,El Karimia,Chlef,2,,,,,36.113,1.5534,4,Algeria,Africa
DZ,2008,El Haad,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Karachira,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Cheroukat,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Kouachimia (Douar),Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Chekallil,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Bessakra,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Berarcha,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2008,Haddadou,Chlef,2,,,,,36.0977,1.5194,3,Algeria,Africa
DZ,2009,Soualmia,Chlef,2,,,,,36.4255,1.2696,4,Algeria,Africa
DZ,2009,Sidi Akkacha,Chlef,2,,,,,36.4647,1.3026,4,Algeria,Africa
DZ,2009,Chota,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Chigua,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Sidi Bouaissi,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Boukhandek,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Benchelaoua,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Oued Benali,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Baadid,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Amraoua,Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
DZ,2009,Ouled Arbia (Douar),Chlef,2,,,,,36.4451,1.2861,3,Algeria,Africa
